BBCMB estimated integrated luminosity = BBCMB*ps/(1500.000 mb)
--> for all runs: 801.574562 nb<sup>-1</sup>
--> for good runs: 743.581801 nb<sup>-1</sup>

ZDCMB estimated integrated luminosity = ZDCMB*ps/(10.959 mb)
--> for all runs: 2141.563318 nb<sup>-1</sup>
--> for good runs: 1934.640498 nb<sup>-1</sup>

VPDMB estimated integrated luminosity = VPDMB*ps/(569.718 mb)
--> for all runs: 811.778132 nb<sup>-1</sup>
--> for good runs: 761.127666 nb<sup>-1</sup>

Total number of runs: 1784
Number of good runs: 1296

Run Index <--> Run Number
************************************
*    Row   *     index *    runnum *
************************************
*      302 *       302 *  16133091 *
*      303 *       303 *  16133092 *
*      304 *       304 *  16133093 *
*      305 *       305 *  16134001 *
*      306 *       306 *  16134002 *
*      307 *       307 *  16134003 *
*      308 *       308 *  16134004 *
*      309 *       309 *  16134005 *
*      310 *       310 *  16134006 *
*      311 *       311 *  16134010 *
*      312 *       312 *  16134011 *
*      313 *       313 *  16134012 *
*      314 *       314 *  16134013 *
*      315 *       315 *  16134014 *
*      316 *       316 *  16134015 *
*      317 *       317 *  16134016 *
*      318 *       318 *  16134017 *
*      319 *       319 *  16134018 *
*      320 *       320 *  16134019 *
*      321 *       321 *  16134028 *
*      322 *       322 *  16134029 *
*      323 *       323 *  16134030 *
*      324 *       324 *  16134031 *
*      325 *       325 *  16134042 *
*      326 *       326 *  16134043 *
*      327 *       327 *  16134044 *
*      328 *       328 *  16134045 *
*      329 *       329 *  16134046 *
*      330 *       330 *  16134047 *
*      331 *       331 *  16134048 *
*      332 *       332 *  16134049 *
*      333 *       333 *  16134050 *
*      334 *       334 *  16134051 *
*      335 *       335 *  16134052 *
*      336 *       336 *  16134053 *
*      337 *       337 *  16134054 *
*      338 *       338 *  16134055 *
*      339 *       339 *  16134056 *
*      340 *       340 *  16135001 *
*      341 *       341 *  16135002 *
*      342 *       342 *  16135003 *
*      343 *       343 *  16135004 *
*      344 *       344 *  16135005 *
*      345 *       345 *  16135006 *
*      346 *       346 *  16135007 *
